id	rung	band	answerable	rank1	rank2	rank3	rank4	rank5
g050	rung-00100	partial	true	ext/sibling/a08-sundari-notification-matrix.md	ext/sibling/a07-halberd-dock-wiki.html	seed/14-customer-notification-matrix-2025.md	seed/11-decision-telematics-vendor-2026.md	seed/archive/a05-induction-checklist-2020.txt
g050	rung-00200	partial	true	ext/sibling/a08-sundari-notification-matrix.md	seed/11-decision-telematics-vendor-2026.md	seed/14-customer-notification-matrix-2025.md	ext/sibling/a07-halberd-dock-wiki.html	seed/07-rate-card-and-surcharges.md
g050	rung-00500	partial	true	ext/sibling/a08-sundari-notification-matrix.md	ext/sibling/00346-postmortem.md	ext/sibling/00276-postmortem.md	ext/sibling/00283-postmortem.md	seed/07-rate-card-and-surcharges.md
g050	rung-01000	partial	true	ext/sibling/a08-sundari-notification-matrix.md	ext/sibling/00550-postmortem.md	ext/sibling/00346-postmortem.md	ext/sibling/00276-postmortem.md	ext/sibling/00529-postmortem.md
g051	rung-seed	partial	true	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/01-sop-temperature-excursion.md	seed/archive/a02-kalpa-alert-routing-guide-2021.md	seed/05-decision-telematics-vendor-2023.md	seed/08-driver-hours-and-safety-policy.md
g051	rung-00100	partial	true	seed/03-postmortem-nagpur-vaccine-excursion.md	ext/sibling/a03-petrichor-postmortem-insulin.md	seed/01-sop-temperature-excursion.md	ext/sibling/00010-postmortem.md	ext/sibling/00043-postmortem.md
g051	rung-00200	partial	true	seed/03-postmortem-nagpur-vaccine-excursion.md	ext/sibling/a03-petrichor-postmortem-insulin.md	seed/01-sop-temperature-excursion.md	ext/sibling/00010-postmortem.md	ext/sibling/00130-postmortem.md
g051	rung-00500	partial	true	seed/03-postmortem-nagpur-vaccine-excursion.md	ext/sibling/a03-petrichor-postmortem-insulin.md	seed/01-sop-temperature-excursion.md	ext/sibling/00229-postmortem.md	ext/sibling/00010-postmortem.md
g051	rung-01000	partial	true	seed/03-postmortem-nagpur-vaccine-excursion.md	ext/sibling/a03-petrichor-postmortem-insulin.md	seed/01-sop-temperature-excursion.md	seed/archive/a02-kalpa-alert-routing-guide-2021.md	ext/sibling/00229-postmortem.md
g052	rung-seed	weak	true	seed/archive/a04-driver-hours-policy-2019.md	seed/08-driver-hours-and-safety-policy.md	seed/04-night-shift-handover-log.txt	seed/01-sop-temperature-excursion.md	seed/05-decision-telematics-vendor-2023.md
g052	rung-00100	grounded	true	seed/archive/a04-driver-hours-policy-2019.md	seed/08-driver-hours-and-safety-policy.md	ext/sibling/00026-hours.md	seed/04-night-shift-handover-log.txt	ext/filler/a16-ward-notice.html
g052	rung-00200	grounded	true	seed/archive/a04-driver-hours-policy-2019.md	seed/08-driver-hours-and-safety-policy.md	ext/sibling/00026-hours.md	ext/sibling/00096-hours.md	seed/04-night-shift-handover-log.txt
g052	rung-00500	grounded	true	seed/archive/a04-driver-hours-policy-2019.md	seed/08-driver-hours-and-safety-policy.md	ext/sibling/00446-hours.md	ext/sibling/00376-hours.md	ext/sibling/00026-hours.md
g052	rung-01000	grounded	true	seed/archive/a04-driver-hours-policy-2019.md	seed/08-driver-hours-and-safety-policy.md	ext/sibling/00936-hours.md	ext/sibling/00446-hours.md	ext/sibling/00586-hours.md
g053	rung-seed	grounded	true	seed/09-dock-scheduling-wiki-export.html	seed/13-dock-scheduling-rules-2026.md	seed/04-night-shift-handover-log.txt	seed/10-new-joiner-faq.md	seed/03-postmortem-nagpur-vaccine-excursion.md
g053	rung-00100	weak	true	ext/sibling/a07-halberd-dock-wiki.html	seed/09-dock-scheduling-wiki-export.html	ext/sibling/00013-dockwiki.html	ext/sibling/00040-dockwiki.html	ext/sibling/00019-dockwiki.html
g053	rung-00200	weak	true	ext/sibling/a07-halberd-dock-wiki.html	seed/09-dock-scheduling-wiki-export.html	ext/sibling/00100-dockwiki.html	ext/sibling/00139-dockwiki.html	ext/sibling/00013-dockwiki.html
g053	rung-00500	weak	true	ext/sibling/a07-halberd-dock-wiki.html	seed/09-dock-scheduling-wiki-export.html	ext/sibling/00379-dockwiki.html	ext/sibling/00100-dockwiki.html	ext/sibling/00139-dockwiki.html
g053	rung-01000	weak	true	ext/sibling/a07-halberd-dock-wiki.html	seed/09-dock-scheduling-wiki-export.html	ext/sibling/00379-dockwiki.html	ext/sibling/00859-dockwiki.html	ext/sibling/00700-dockwiki.html
g054	rung-seed	partial	true	seed/11-decision-telematics-vendor-2026.md	seed/01-sop-temperature-excursion.md	seed/10-new-joiner-faq.md	seed/13-dock-scheduling-rules-2026.md	seed/02-sensor-thresholds.yaml
g054	rung-00100	partial	true	ext/archive/00035-notification-retired.md	ext/archive/00005-decision-retired.md	ext/archive/00015-ratecard-retired.md	ext/archive/00045-quarantine-retired.md	ext/archive/00025-hours-retired.md
g054	rung-00200	partial	true	ext/archive/00035-notification-retired.md	ext/archive/00085-ratecard-retired.md	ext/archive/00005-decision-retired.md	ext/archive/00105-notification-retired.md	ext/archive/00015-ratecard-retired.md
g054	rung-00500	partial	true	ext/archive/00035-notification-retired.md	ext/archive/00245-notification-retired.md	ext/archive/00455-notification-retired.md	ext/archive/00435-ratecard-retired.md	ext/archive/00175-notification-retired.md
g054	rung-01000	partial	true	ext/archive/00035-notification-retired.md	ext/archive/00625-postmortem-retired.md	ext/archive/00485-postmortem-retired.md	ext/archive/00245-notification-retired.md	ext/archive/00455-notification-retired.md
g055	rung-seed	partial	true	seed/13-dock-scheduling-rules-2026.md	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/04-night-shift-handover-log.txt	seed/09-dock-scheduling-wiki-export.html	seed/11-decision-telematics-vendor-2026.md
g055	rung-00100	partial	true	seed/13-dock-scheduling-rules-2026.md	seed/03-postmortem-nagpur-vaccine-excursion.md	ext/sibling/00013-dockwiki.html	ext/sibling/a07-halberd-dock-wiki.html	ext/filler/00042-chess.md
g055	rung-00200	partial	true	seed/13-dock-scheduling-rules-2026.md	seed/03-postmortem-nagpur-vaccine-excursion.md	ext/sibling/00013-dockwiki.html	ext/sibling/00073-dockwiki.html	ext/filler/00042-chess.md
g055	rung-00500	partial	true	seed/13-dock-scheduling-rules-2026.md	ext/sibling/00379-dockwiki.html	ext/sibling/00373-dockwiki.html	ext/sibling/00013-dockwiki.html	ext/sibling/00199-dockwiki.html
g055	rung-01000	partial	true	seed/13-dock-scheduling-rules-2026.md	ext/sibling/00379-dockwiki.html	ext/sibling/00700-dockwiki.html	ext/sibling/00499-dockwiki.html	ext/sibling/00373-dockwiki.html
g056	rung-seed	partial	true	seed/14-customer-notification-matrix-2025.md	seed/15-customer-notification-matrix-2026.md	seed/10-new-joiner-faq.md	seed/01-sop-temperature-excursion.md	seed/07-rate-card-and-surcharges.md
g056	rung-00100	partial	true	ext/sibling/a08-sundari-notification-matrix.md	ext/sibling/00050-notification.md	ext/sibling/00023-notification.md	ext/sibling/00029-notification.md	ext/sibling/00036-notification.md
g056	rung-00200	partial	true	ext/sibling/a08-sundari-notification-matrix.md	ext/sibling/00143-notification.md	ext/sibling/00050-notification.md	ext/sibling/00023-notification.md	ext/sibling/00106-notification.md
g056	rung-00500	partial	true	ext/sibling/a08-sundari-notification-matrix.md	ext/sibling/00143-notification.md	ext/sibling/00050-notification.md	ext/sibling/00443-notification.md	ext/sibling/00263-notification.md
g056	rung-01000	partial	true	ext/sibling/a08-sundari-notification-matrix.md	ext/sibling/00143-notification.md	ext/sibling/00890-notification.md	ext/sibling/00809-notification.md	ext/sibling/00929-notification.md
g057	rung-seed	weak	true	seed/archive/a01-sop-temperature-excursion-rev2.md	seed/01-sop-temperature-excursion.md	seed/11-decision-telematics-vendor-2026.md	seed/04-night-shift-handover-log.txt	seed/08-driver-hours-and-safety-policy.md
g057	rung-00100	weak	true	seed/archive/a01-sop-temperature-excursion-rev2.md	seed/01-sop-temperature-excursion.md	ext/sibling/a01-marrowbeck-excursion-sop.md	seed/11-decision-telematics-vendor-2026.md	ext/sibling/00033-sop.md
g057	rung-00200	weak	true	seed/01-sop-temperature-excursion.md	seed/archive/a01-sop-temperature-excursion-rev2.md	seed/11-decision-telematics-vendor-2026.md	ext/sibling/a01-marrowbeck-excursion-sop.md	seed/08-driver-hours-and-safety-policy.md
g057	rung-00500	weak	true	seed/01-sop-temperature-excursion.md	seed/archive/a01-sop-temperature-excursion-rev2.md	seed/11-decision-telematics-vendor-2026.md	ext/sibling/a01-marrowbeck-excursion-sop.md	seed/08-driver-hours-and-safety-policy.md
g057	rung-01000	weak	true	seed/01-sop-temperature-excursion.md	seed/11-decision-telematics-vendor-2026.md	seed/archive/a01-sop-temperature-excursion-rev2.md	ext/sibling/a01-marrowbeck-excursion-sop.md	seed/09-dock-scheduling-wiki-export.html
g058	rung-seed	partial	true	seed/04-night-shift-handover-log.txt	seed/01-sop-temperature-excursion.md	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/08-driver-hours-and-safety-policy.md	seed/06-re-fw-telematics-cutover.eml
g058	rung-00100	partial	true	ext/sibling/a04-okapi-night-handover.txt	ext/filler/00028-release-notes.md	ext/filler/00022-release-notes.md	ext/sibling/00026-hours.md	seed/08-driver-hours-and-safety-policy.md
g058	rung-00200	partial	true	ext/sibling/a04-okapi-night-handover.txt	ext/sibling/00026-hours.md	ext/sibling/00096-hours.md	ext/filler/00028-release-notes.md	ext/filler/00148-release-notes.md
g058	rung-00500	partial	true	ext/sibling/a04-okapi-night-handover.txt	ext/sibling/00446-hours.md	ext/sibling/00376-hours.md	ext/sibling/00026-hours.md	ext/sibling/00096-hours.md
g058	rung-01000	partial	true	ext/sibling/a04-okapi-night-handover.txt	ext/sibling/00936-hours.md	ext/sibling/00446-hours.md	ext/sibling/00586-hours.md	ext/sibling/00866-hours.md
g059	rung-seed	grounded	true	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/01-sop-temperature-excursion.md	seed/archive/a02-kalpa-alert-routing-guide-2021.md	seed/06-re-fw-telematics-cutover.eml	seed/02-sensor-thresholds.yaml
g059	rung-00100	grounded	true	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/archive/a02-kalpa-alert-routing-guide-2021.md	seed/01-sop-temperature-excursion.md	seed/06-re-fw-telematics-cutover.eml	seed/02-sensor-thresholds.yaml
g059	rung-00200	grounded	true	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/archive/a02-kalpa-alert-routing-guide-2021.md	seed/01-sop-temperature-excursion.md	seed/06-re-fw-telematics-cutover.eml	seed/02-sensor-thresholds.yaml
g059	rung-00500	grounded	true	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/archive/a02-kalpa-alert-routing-guide-2021.md	seed/01-sop-temperature-excursion.md	seed/06-re-fw-telematics-cutover.eml	seed/02-sensor-thresholds.yaml
g059	rung-01000	grounded	true	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/archive/a02-kalpa-alert-routing-guide-2021.md	seed/01-sop-temperature-excursion.md	seed/06-re-fw-telematics-cutover.eml	seed/02-sensor-thresholds.yaml
g060	rung-seed	grounded	true	seed/archive/a04-driver-hours-policy-2019.md	seed/08-driver-hours-and-safety-policy.md	seed/01-sop-temperature-excursion.md	seed/06-re-fw-telematics-cutover.eml	seed/archive/a05-induction-checklist-2020.txt
g060	rung-00100	weak	true	ext/sibling/00026-hours.md	seed/archive/a04-driver-hours-policy-2019.md	seed/08-driver-hours-and-safety-policy.md	seed/04-night-shift-handover-log.txt	seed/archive/a05-induction-checklist-2020.txt
g060	rung-00200	weak	true	ext/sibling/00026-hours.md	ext/sibling/00096-hours.md	seed/archive/a04-driver-hours-policy-2019.md	seed/08-driver-hours-and-safety-policy.md	seed/archive/a05-induction-checklist-2020.txt
g060	rung-00500	weak	true	ext/sibling/00446-hours.md	ext/sibling/00376-hours.md	ext/sibling/00026-hours.md	ext/sibling/00096-hours.md	ext/sibling/00236-hours.md
g060	rung-01000	weak	true	ext/sibling/00936-hours.md	ext/sibling/00446-hours.md	ext/sibling/00586-hours.md	ext/sibling/00866-hours.md	ext/sibling/00796-hours.md
g061	rung-seed	weak	true	seed/14-customer-notification-matrix-2025.md	seed/15-customer-notification-matrix-2026.md	seed/01-sop-temperature-excursion.md	seed/archive/a04-driver-hours-policy-2019.md	seed/02-sensor-thresholds.yaml
g061	rung-00100	weak	true	seed/14-customer-notification-matrix-2025.md	seed/15-customer-notification-matrix-2026.md	ext/filler/a17-beekeeping-minutes.md	ext/filler/00012-bee.md	ext/filler/00018-bee.md
g061	rung-00200	weak	true	seed/14-customer-notification-matrix-2025.md	seed/15-customer-notification-matrix-2026.md	ext/filler/00138-bee.md	ext/filler/00012-bee.md	ext/filler/00018-bee.md
g061	rung-00500	weak	true	seed/14-customer-notification-matrix-2025.md	seed/15-customer-notification-matrix-2026.md	ext/filler/00318-bee.md	ext/filler/00138-bee.md	ext/filler/00192-bee.md
g061	rung-01000	weak	true	seed/14-customer-notification-matrix-2025.md	ext/filler/00318-bee.md	ext/filler/00138-bee.md	ext/filler/00192-bee.md	ext/filler/00612-bee.md
g062	rung-seed	partial	true	seed/06-re-fw-telematics-cutover.eml	seed/11-decision-telematics-vendor-2026.md	seed/08-driver-hours-and-safety-policy.md	seed/01-sop-temperature-excursion.md	seed/archive/a01-sop-temperature-excursion-rev2.md
g062	rung-00100	partial	true	seed/06-re-fw-telematics-cutover.eml	seed/11-decision-telematics-vendor-2026.md	ext/adjacent/a13-halberd-insurance-claim.eml	seed/archive/a01-sop-temperature-excursion-rev2.md	seed/03-postmortem-nagpur-vaccine-excursion.md
g062	rung-00200	partial	true	seed/06-re-fw-telematics-cutover.eml	seed/11-decision-telematics-vendor-2026.md	ext/adjacent/a13-halberd-insurance-claim.eml	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/archive/a01-sop-temperature-excursion-rev2.md
g062	rung-00500	partial	true	seed/06-re-fw-telematics-cutover.eml	seed/11-decision-telematics-vendor-2026.md	ext/adjacent/a13-halberd-insurance-claim.eml	seed/archive/a01-sop-temperature-excursion-rev2.md	seed/03-postmortem-nagpur-vaccine-excursion.md
g062	rung-01000	partial	true	seed/06-re-fw-telematics-cutover.eml	seed/11-decision-telematics-vendor-2026.md	ext/adjacent/a13-halberd-insurance-claim.eml	ext/sibling/00706-decision.md	seed/archive/a01-sop-temperature-excursion-rev2.md
g063	rung-seed	weak	true	seed/01-sop-temperature-excursion.md	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/10-new-joiner-faq.md	seed/14-customer-notification-matrix-2025.md	seed/15-customer-notification-matrix-2026.md
g063	rung-00100	weak	true	seed/10-new-joiner-faq.md	ext/sibling/a08-sundari-notification-matrix.md	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/01-sop-temperature-excursion.md	seed/archive/a02-kalpa-alert-routing-guide-2021.md
g063	rung-00200	grounded	true	seed/10-new-joiner-faq.md	seed/03-postmortem-nagpur-vaccine-excursion.md	ext/sibling/a08-sundari-notification-matrix.md	seed/01-sop-temperature-excursion.md	seed/archive/a02-kalpa-alert-routing-guide-2021.md
g063	rung-00500	grounded	true	seed/10-new-joiner-faq.md	seed/03-postmortem-nagpur-vaccine-excursion.md	ext/sibling/a08-sundari-notification-matrix.md	seed/archive/a02-kalpa-alert-routing-guide-2021.md	seed/01-sop-temperature-excursion.md
g063	rung-01000	grounded	true	seed/10-new-joiner-faq.md	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/archive/a02-kalpa-alert-routing-guide-2021.md	ext/sibling/a08-sundari-notification-matrix.md	seed/archive/a05-induction-checklist-2020.txt
g064	rung-seed	partial	true	seed/09-dock-scheduling-wiki-export.html	seed/02-sensor-thresholds.yaml	seed/04-night-shift-handover-log.txt	seed/08-driver-hours-and-safety-policy.md	seed/03-postmortem-nagpur-vaccine-excursion.md
g064	rung-00100	partial	true	seed/09-dock-scheduling-wiki-export.html	ext/sibling/00039-sop.md	ext/archive/00045-quarantine-retired.md	ext/sibling/00013-dockwiki.html	ext/sibling/00040-dockwiki.html
g064	rung-00200	partial	true	ext/sibling/00099-sop.md	seed/09-dock-scheduling-wiki-export.html	ext/sibling/00039-sop.md	ext/archive/00045-quarantine-retired.md	ext/archive/00075-decision-retired.md
g064	rung-00500	partial	true	ext/sibling/00099-sop.md	seed/09-dock-scheduling-wiki-export.html	ext/sibling/00266-sop.md	ext/sibling/00039-sop.md	ext/sibling/00393-sop.md
g064	rung-01000	partial	true	seed/09-dock-scheduling-wiki-export.html	ext/sibling/00099-sop.md	ext/sibling/00746-quarantine.md	ext/sibling/00873-sop.md	ext/sibling/00266-sop.md
g065	rung-seed	weak	true	seed/01-sop-temperature-excursion.md	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/archive/a01-sop-temperature-excursion-rev2.md	seed/archive/a03-dock-scheduling-wiki-2021.html	seed/11-decision-telematics-vendor-2026.md
g065	rung-00100	weak	true	seed/01-sop-temperature-excursion.md	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/archive/a03-dock-scheduling-wiki-2021.html	seed/11-decision-telematics-vendor-2026.md	seed/13-dock-scheduling-rules-2026.md
g065	rung-00200	weak	true	seed/01-sop-temperature-excursion.md	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/archive/a03-dock-scheduling-wiki-2021.html	seed/13-dock-scheduling-rules-2026.md	seed/11-decision-telematics-vendor-2026.md
g065	rung-00500	weak	true	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/01-sop-temperature-excursion.md	seed/archive/a03-dock-scheduling-wiki-2021.html	seed/13-dock-scheduling-rules-2026.md	seed/11-decision-telematics-vendor-2026.md
g065	rung-01000	weak	true	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/01-sop-temperature-excursion.md	seed/archive/a03-dock-scheduling-wiki-2021.html	seed/13-dock-scheduling-rules-2026.md	seed/11-decision-telematics-vendor-2026.md
g066	rung-seed	partial	true	seed/04-night-shift-handover-log.txt	seed/01-sop-temperature-excursion.md	seed/10-new-joiner-faq.md	seed/13-dock-scheduling-rules-2026.md	seed/08-driver-hours-and-safety-policy.md
g066	rung-00100	partial	true	ext/filler/a15-release-notes-tilecutter.md	ext/archive/00035-notification-retired.md	ext/archive/00005-decision-retired.md	ext/archive/00015-ratecard-retired.md	ext/archive/00045-quarantine-retired.md
g066	rung-00200	partial	true	ext/filler/a15-release-notes-tilecutter.md	ext/archive/00035-notification-retired.md	ext/archive/00085-ratecard-retired.md	ext/archive/00005-decision-retired.md	ext/archive/00105-notification-retired.md
g066	rung-00500	partial	true	ext/filler/a15-release-notes-tilecutter.md	ext/archive/00035-notification-retired.md	ext/archive/00245-notification-retired.md	ext/archive/00455-notification-retired.md	ext/archive/00435-ratecard-retired.md
g066	rung-01000	partial	true	ext/filler/a15-release-notes-tilecutter.md	ext/archive/00035-notification-retired.md	ext/archive/00625-postmortem-retired.md	ext/archive/00485-postmortem-retired.md	ext/archive/00245-notification-retired.md
g067	rung-seed	grounded	true	seed/02-sensor-thresholds.yaml	seed/01-sop-temperature-excursion.md	seed/10-new-joiner-faq.md	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/archive/a03-dock-scheduling-wiki-2021.html
g067	rung-00100	grounded	true	seed/02-sensor-thresholds.yaml	ext/archive/00045-quarantine-retired.md	ext/sibling/00046-quarantine.md	seed/01-sop-temperature-excursion.md	seed/archive/a03-dock-scheduling-wiki-2021.html
g067	rung-00200	grounded	true	seed/02-sensor-thresholds.yaml	ext/archive/00045-quarantine-retired.md	ext/archive/00115-quarantine-retired.md	ext/sibling/00046-quarantine.md	ext/sibling/00116-quarantine.md
g067	rung-00500	grounded	true	seed/02-sensor-thresholds.yaml	seed/archive/a03-dock-scheduling-wiki-2021.html	seed/13-dock-scheduling-rules-2026.md	ext/archive/00255-quarantine-retired.md	ext/archive/00045-quarantine-retired.md
g067	rung-01000	grounded	true	seed/02-sensor-thresholds.yaml	seed/archive/a03-dock-scheduling-wiki-2021.html	seed/13-dock-scheduling-rules-2026.md	seed/09-dock-scheduling-wiki-export.html	ext/archive/00255-quarantine-retired.md
g068	rung-seed	partial	true	seed/01-sop-temperature-excursion.md	seed/09-dock-scheduling-wiki-export.html	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/04-night-shift-handover-log.txt	seed/12-rate-card-2026-h2.md
g068	rung-00100	weak	true	seed/09-dock-scheduling-wiki-export.html	seed/01-sop-temperature-excursion.md	seed/03-postmortem-nagpur-vaccine-excursion.md	ext/sibling/a07-halberd-dock-wiki.html	seed/13-dock-scheduling-rules-2026.md
g068	rung-00200	weak	true	seed/09-dock-scheduling-wiki-export.html	seed/01-sop-temperature-excursion.md	seed/03-postmortem-nagpur-vaccine-excursion.md	ext/sibling/a07-halberd-dock-wiki.html	seed/13-dock-scheduling-rules-2026.md
g068	rung-00500	weak	true	seed/09-dock-scheduling-wiki-export.html	seed/01-sop-temperature-excursion.md	seed/03-postmortem-nagpur-vaccine-excursion.md	ext/sibling/a07-halberd-dock-wiki.html	seed/13-dock-scheduling-rules-2026.md
g068	rung-01000	weak	true	seed/09-dock-scheduling-wiki-export.html	seed/01-sop-temperature-excursion.md	seed/03-postmortem-nagpur-vaccine-excursion.md	ext/sibling/a07-halberd-dock-wiki.html	seed/13-dock-scheduling-rules-2026.md
g069	rung-seed	partial	true	seed/05-decision-telematics-vendor-2023.md	seed/06-re-fw-telematics-cutover.eml	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/08-driver-hours-and-safety-policy.md	seed/11-decision-telematics-vendor-2026.md
g069	rung-00100	partial	true	seed/05-decision-telematics-vendor-2023.md	seed/06-re-fw-telematics-cutover.eml	seed/11-decision-telematics-vendor-2026.md	ext/sibling/a08-sundari-notification-matrix.md	seed/10-new-joiner-faq.md
g069	rung-00200	partial	true	seed/05-decision-telematics-vendor-2023.md	seed/06-re-fw-telematics-cutover.eml	seed/11-decision-telematics-vendor-2026.md	ext/sibling/a08-sundari-notification-matrix.md	seed/10-new-joiner-faq.md
g069	rung-00500	partial	true	seed/05-decision-telematics-vendor-2023.md	seed/06-re-fw-telematics-cutover.eml	seed/11-decision-telematics-vendor-2026.md	seed/10-new-joiner-faq.md	seed/04-night-shift-handover-log.txt
g069	rung-01000	partial	true	seed/05-decision-telematics-vendor-2023.md	seed/06-re-fw-telematics-cutover.eml	seed/11-decision-telematics-vendor-2026.md	seed/10-new-joiner-faq.md	seed/04-night-shift-handover-log.txt
g070	rung-seed	partial	true	seed/05-decision-telematics-vendor-2023.md	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/11-decision-telematics-vendor-2026.md	seed/archive/a01-sop-temperature-excursion-rev2.md	seed/08-driver-hours-and-safety-policy.md
g070	rung-00100	partial	true	seed/05-decision-telematics-vendor-2023.md	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/11-decision-telematics-vendor-2026.md	ext/archive/a19-norvell-telematics-decision-2022.md	seed/08-driver-hours-and-safety-policy.md
g070	rung-00200	partial	true	seed/05-decision-telematics-vendor-2023.md	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/11-decision-telematics-vendor-2026.md	ext/archive/a19-norvell-telematics-decision-2022.md	seed/08-driver-hours-and-safety-policy.md
g070	rung-00500	partial	true	seed/05-decision-telematics-vendor-2023.md	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/11-decision-telematics-vendor-2026.md	ext/archive/a19-norvell-telematics-decision-2022.md	seed/08-driver-hours-and-safety-policy.md
g070	rung-01000	partial	true	seed/05-decision-telematics-vendor-2023.md	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/11-decision-telematics-vendor-2026.md	ext/archive/a19-norvell-telematics-decision-2022.md	seed/10-new-joiner-faq.md
g071	rung-seed	grounded	true	seed/04-night-shift-handover-log.txt	seed/01-sop-temperature-excursion.md	seed/09-dock-scheduling-wiki-export.html	seed/archive/a01-sop-temperature-excursion-rev2.md	seed/archive/a05-induction-checklist-2020.txt
g071	rung-00100	grounded	true	seed/04-night-shift-handover-log.txt	ext/sibling/00039-sop.md	seed/archive/a01-sop-temperature-excursion-rev2.md	seed/09-dock-scheduling-wiki-export.html	seed/01-sop-temperature-excursion.md
g071	rung-00200	grounded	true	seed/04-night-shift-handover-log.txt	ext/sibling/00039-sop.md	ext/sibling/00099-sop.md	seed/archive/a01-sop-temperature-excursion-rev2.md	seed/09-dock-scheduling-wiki-export.html
g071	rung-00500	grounded	true	seed/04-night-shift-handover-log.txt	seed/archive/a01-sop-temperature-excursion-rev2.md	seed/09-dock-scheduling-wiki-export.html	ext/sibling/00266-sop.md	ext/sibling/00039-sop.md
g071	rung-01000	grounded	true	seed/04-night-shift-handover-log.txt	seed/archive/a01-sop-temperature-excursion-rev2.md	seed/09-dock-scheduling-wiki-export.html	seed/archive/a05-induction-checklist-2020.txt	seed/01-sop-temperature-excursion.md
g072	rung-seed	partial	true	seed/09-dock-scheduling-wiki-export.html	seed/10-new-joiner-faq.md	seed/13-dock-scheduling-rules-2026.md	seed/04-night-shift-handover-log.txt	seed/archive/a03-dock-scheduling-wiki-2021.html
g072	rung-00100	partial	true	seed/09-dock-scheduling-wiki-export.html	ext/sibling/a07-halberd-dock-wiki.html	ext/sibling/00013-dockwiki.html	ext/sibling/00040-dockwiki.html	ext/sibling/00019-dockwiki.html
g072	rung-00200	partial	true	seed/09-dock-scheduling-wiki-export.html	ext/sibling/a07-halberd-dock-wiki.html	ext/sibling/00100-dockwiki.html	ext/sibling/00139-dockwiki.html	ext/sibling/00013-dockwiki.html
g072	rung-00500	partial	true	seed/09-dock-scheduling-wiki-export.html	ext/sibling/a07-halberd-dock-wiki.html	ext/sibling/00379-dockwiki.html	ext/sibling/00100-dockwiki.html	ext/sibling/00139-dockwiki.html
g072	rung-01000	partial	true	seed/09-dock-scheduling-wiki-export.html	ext/sibling/a07-halberd-dock-wiki.html	ext/sibling/00379-dockwiki.html	ext/sibling/00859-dockwiki.html	ext/sibling/00700-dockwiki.html
g073	rung-seed	partial	true	seed/06-re-fw-telematics-cutover.eml	seed/05-decision-telematics-vendor-2023.md	seed/11-decision-telematics-vendor-2026.md	seed/01-sop-temperature-excursion.md	seed/09-dock-scheduling-wiki-export.html
g073	rung-00100	weak	true	ext/sibling/a04-okapi-night-handover.txt	ext/adjacent/a14-sundari-onboarding.html	seed/06-re-fw-telematics-cutover.eml	ext/archive/a19-norvell-telematics-decision-2022.md	seed/05-decision-telematics-vendor-2023.md
g073	rung-00200	weak	true	ext/sibling/a04-okapi-night-handover.txt	ext/adjacent/a14-sundari-onboarding.html	seed/06-re-fw-telematics-cutover.eml	ext/archive/a19-norvell-telematics-decision-2022.md	seed/05-decision-telematics-vendor-2023.md
g073	rung-00500	weak	true	ext/adjacent/a14-sundari-onboarding.html	ext/sibling/a04-okapi-night-handover.txt	seed/06-re-fw-telematics-cutover.eml	ext/archive/a19-norvell-telematics-decision-2022.md	seed/05-decision-telematics-vendor-2023.md
g073	rung-01000	weak	true	ext/adjacent/a14-sundari-onboarding.html	ext/sibling/a04-okapi-night-handover.txt	seed/06-re-fw-telematics-cutover.eml	seed/05-decision-telematics-vendor-2023.md	ext/archive/a19-norvell-telematics-decision-2022.md
g074	rung-seed	grounded	true	seed/08-driver-hours-and-safety-policy.md	seed/archive/a02-kalpa-alert-routing-guide-2021.md	seed/archive/a04-driver-hours-policy-2019.md	seed/11-decision-telematics-vendor-2026.md	seed/01-sop-temperature-excursion.md
g074	rung-00100	grounded	true	seed/08-driver-hours-and-safety-policy.md	seed/archive/a04-driver-hours-policy-2019.md	seed/archive/a02-kalpa-alert-routing-guide-2021.md	seed/11-decision-telematics-vendor-2026.md	ext/adjacent/a14-sundari-onboarding.html
